ST	YR	doy	T	TMMXI	TMMNI	RH	RAINI	WNI	GR
42	2001	51	4.7	5.8	3.3	95.1	6.3	5.4	1.3
42	2001	52	2.2	4.6	-0.2	93.4	6.5	7.5	2.8
42	2001	53	-0.5	2	-3.2	90	2	2.8	4.7
42	2001	54	-2.5	0.3	-5.1	74.5	0.5	1.1	7.6
42	2001	55	-1.1	1.9	-3.1	95	5.7	0.9	4.7
42	2001	56	-3.2	0.2	-6.1	80.6	0.1	0.8	5.6
42	2001	57	-3.6	-2.3	-5.2	89.1	22.2	1.3	2.4
42	2001	58	-4.5	-1.3	-7.4	73.5	21.9	1.1	3.1
42	2001	59	-6.6	-1.8	-11.1	60.2	6.6	1	7.6
42	2001	60	-6.1	-2.8	-10.2	75.6	0	0.9	6.6
42	2001	61	-7.3	-3.3	-13.1	78	6.9	1.2	7.9
42	2001	62	-2.2	0	-4.2	91.5	15	0.9	1.8
42	2001	63	-0.5	1.5	-3.8	68	0	2.7	8.3
42	2001	64	1.3	2.9	-1.6	79.2	0.1	2.3	5.1
42	2001	65	2.1	4	-1.6	88.6	0	2.2	6
42	2001	66	2	4.5	-3	46.6	0	1.7	4.7
42	2001	67	4.6	7.2	2.6	79.3	0	1.1	6
42	2001	68	4.1	5.2	2.7	84	5.6	2.4	1.2
42	2001	69	5.2	7.8	3.2	96.5	1.2	1.1	4.8
42	2001	70	5.3	6.3	4	98.4	7.8	1.1	1.2
42	2001	71	3.1	5	1.8	96.5	9.6	1.1	2.3
42	2001	72	4	6.3	1.5	82.6	0.8	1.4	6.1
42	2001	73	2.9	5.5	0.7	89	0.7	1.6	9.4
42	2001	74	1.4	5.2	-0.7	88.6	0	0.8	8
42	2001	75	0.4	3.2	-2.3	79.4	0.2	1.7	13.6
42	2001	76	0.1	3.5	-3.2	56.6	0.1	1.3	8.5
42	2001	77	-2.3	1.4	-5.8	70.1	0	0.8	13.4
42	2001	78	-1.7	0.6	-4.7	71.5	0.1	1	13.3
42	2001	79	-0.6	3.3	-4.2	82.8	0	1.4	14.4
42	2001	80	-0.4	3.1	-3.7	69.5	0.1	1.1	15
42	2001	81	0	4.4	-3.3	51.5	0	1.3	12.1
42	2001	82	0.5	5	-2.9	45.5	0	1.3	12.5
42	2001	83	0.8	4.6	-2.9	50.6	0	1.6	15.4
42	2001	84	0.8	5.5	-3	44.8	0.1	1.8	15.4
42	2001	85	0.4	4.7	-3.8	60.8	0	1.4	15.7
42	2001	86	0.8	3.4	-2	61.7	0	1.8	12.7
42	2001	87	1.2	4.1	-1.5	50.8	0	3	14
42	2001	88	1.8	3.4	-0.2	63.8	1.1	3.1	3.9
42	2001	89	1.9	3.9	-0.3	92.3	1.3	0.6	4.3
42	2001	90	4.2	5.7	2.2	91.9	11	1.7	3.1
42	2001	91	4.9	7.3	2.7	93.8	5.2	1.3	4
42	2001	92	7.1	11.6	3.4	85.6	0	1.8	10.1
42	2001	93	6.8	10.7	3.9	87	12.3	3.3	7.1
42	2001	94	5	6.6	3	90.4	19	1.6	1.9
42	2001	95	4.4	6.6	1.9	86	2.9	4.1	9.8
42	2001	96	4.3	6.3	1.9	77.3	1.1	0.9	4.2
42	2001	97	5.9	9	3.8	69	0	1	7.9
42	2001	98	4.9	7.2	3.5	88.1	0.1	2.7	13.7
42	2001	99	5	7.8	2.7	74.8	0	2.2	14
42	2001	100	5.3	7.1	3.4	81.8	2.4	1.4	4
42	2001	101	3.6	6.9	0.6	81.2	0.8	4.6	17.6
42	2001	102	2.1	5.7	-0.5	52.2	0.1	4.1	20.1
42	2001	103	1.3	4.9	-2.5	45.3	0.1	1.8	20.9
42	2001	104	0.8	2.3	-1.4	81.8	3.3	2.2	5.9
42	2001	105	2.7	5.4	1.2	86.2	1.6	1.5	8.5
42	2001	106	3.8	7.1	1.8	80.4	0	4.5	12.8
42	2001	107	3.1	5.3	0.7	86.8	3.6	3.5	8.7
42	2001	108	2.7	5.6	-0.5	78.1	0.4	3.2	20.7
42	2001	109	5.1	9.3	2	47.4	0	2	12.8
42	2001	110	4.6	8.9	0.9	53.7	0	2	21.2
42	2001	111	4.1	6.9	1.3	75.2	0	1.4	21.5
42	2001	112	4.3	7.9	0.9	71.7	0	1.6	21.9
42	2001	113	7.1	13	0.9	56.4	0	1.9	20.5
42	2001	114	6.2	9.2	3.5	74.6	0	1.5	18
42	2001	115	7.6	10.2	3.8	68.6	0.1	2.1	9.4
42	2001	116	6.6	8.3	5.3	90.4	2.9	1.4	8.9
42	2001	117	5.9	7.1	4.7	93.1	7.9	2	4.6
42	2001	118	7.3	10.1	4.4	70.3	0	2.1	16.9
42	2001	119	7.1	10.5	4.5	80.7	0.7	1.8	19.4
42	2001	120	8	11.7	4.5	69.8	17	1.6	4.7
42	2001	121	5.9	8.7	3.7	91.9	0	3.2	15
42	2001	122	7.7	11.6	4.1	76.4	0	1.9	23.3
42	2001	123	6.7	9.3	3.8	77.3	1.5	3.3	21.5
42	2001	124	4.9	7.6	2.5	66.4	0	5.5	24.9
42	2001	125	5.9	9.6	1.8	73.2	0	3.1	25.1
42	2001	126	8	11.2	4.1	55.8	0	2.6	25.3
42	2001	127	10.6	15.6	6.3	51.2	0	1.7	18.8
42	2001	128	11	25.1	6.8	63.7	0	1.7	17.4
42	2001	129	13.1	18.3	6.8	59.1	0	1.8	24.4
42	2001	130	13.3	17	10	61.4	0	1.4	18.3
42	2001	131	14.3	18.5	9.8	57.6	0	1.6	25.4
42	2001	132	9.9	15.4	6.5	89	0	2	20.8
42	2001	133	7.5	10.2	6	92.8	0	2.9	16.4
42	2001	134	7.7	11	5.1	84.8	0.1	3.5	26
42	2001	135	8.7	12.4	4.7	88.2	0.1	1.4	16.1
42	2001	136	8.9	12.5	7.3	85.8	4.9	1.6	5.5
42	2001	137	9.7	12.6	7.9	84.8	0.7	1.7	15.2
42	2001	138	8.1	10.1	6.6	87.2	2	4.5	11.9
42	2001	139	7.6	9.4	6.1	73.4	0.3	6.3	23.5
42	2001	140	8.2	10.2	6.3	86.5	0.6	4.2	18.1
42	2001	141	8.5	11	6.6	81.5	0	2.3	19.3
42	2001	142	9.9	14	7.4	83.6	0	1.4	16.1
42	2001	143	10.9	13.7	8.1	79.2	0	1.9	21.6
42	2001	144	8	10.4	5.1	70.3	0.4	5.3	29
42	2001	145	8.7	12.7	4	72.2	0	2	28
42	2001	146	9.1	12.6	4.8	78.4	1.7	1.2	9.5
42	2001	147	10.4	14.1	6.5	88.2	0	1.5	12.4
42	2001	148	10.2	11.4	9.1	88.2	2.4	2.9	9.3
42	2001	149	10.3	13.4	9.1	87.8	6.5	3.1	11.3
42	2001	150	9.7	12.7	7.8	87.9	0.4	1.6	15.5
42	2001	151	9.9	12.7	7.6	88.3	0	2	12.6
42	2001	152	8.8	10.9	7	85.2	1.8	2.7	14.4
42	2001	153	8.4	10.9	6.3	75.7	0	5	24
42	2001	154	8.5	11.9	5.8	77.5	0	5.3	29.4
42	2001	155	8.1	10.4	5.4	91.4	0	2.2	11.9
42	2001	156	9.8	13.3	8	90.7	0.8	2.1	12.8
42	2001	157	9.2	10.9	7.8	91.4	4.2	1.6	5.9
42	2001	158	8.1	9.9	6.7	90.5	15.5	3	4.2
42	2001	159	7.5	9.7	5.7	84	2.1	4.2	16.5
42	2001	160	8	10.3	5.5	73.9	0.1	2.3	26.4
42	2001	161	8.1	11.4	5.1	76.1	0	3.7	28.6
42	2001	162	8	10.4	5.4	66.5	0	4	25.9
42	2001	163	8.1	10.4	6	71.6	0	5.5	29.5
42	2001	164	8.8	11.7	4.9	78.9	0	2.3	21.5
42	2001	165	9.5	11.7	7.3	79.3	0	3.3	27.8
42	2001	166	10.7	14.2	6.5	71.3	0	2.1	29.4
42	2001	167	11.3	14.2	7.2	70.6	0	1.7	25.4
42	2001	168	11.8	14.7	9.6	84.6	0.1	1.2	9.9
42	2001	169	11	15.5	9.3	91.5	0	2.9	24.7
42	2001	170	10.5	12.3	8.6	80.9	0.4	2	19.1
42	2001	171	11.2	12.8	9.7	93.2	23.2	2	4.4
42	2001	172	10.9	14.1	9.3	87.6	7.7	3	19.2
42	2001	173	12	16.9	7.9	86.4	0	2.3	29.6
42	2001	174	9.9	11.4	8.9	92.7	0	1.8	12.8
42	2001	175	10.2	11.6	9	92	0	2.9	7.4
42	2001	176	11.6	15	9.5	89.6	0	2.3	20.7
42	2001	177	12.3	16.1	9.3	90	0	1.9	25.7
42	2001	178	17.2	23.1	10	63.6	0	1.4	25.2
42	2001	179	15.9	19.3	12.7	83.2	2.6	2.1	18.7
42	2001	180	14.7	18.1	11.9	81.4	0	2	16.1
42	2001	181	15.5	18.7	13	86.9	9.9	2.1	23.5
42	2001	182	12.7	13.7	11.3	93.1	3.1	3.5	9
42	2001	183	14.3	19.5	10.7	84.3	0	1.5	23
42	2001	184	17.4	20.3	14.5	87.4	0	1.6	21
42	2001	185	18.7	23	13	70.1	0	1.4	27.9
42	2001	186	18.9	22.9	13.9	68.4	0	1.5	28.2
42	2001	187	19.6	23.8	14.4	65.1	0	1.5	27.9
42	2001	188	21.5	25	16.4	66	0.2	1.6	22.7
42	2001	189	20.6	25.1	16.8	81.8	13.6	1.5	11
42	2001	190	14.8	17	12.7	93.2	2.2	2.4	3.2
42	2001	191	15.4	19.2	11.8	79.9	2.2	1.3	21.4
42	2001	192	14.4	16.8	11.3	80.8	17.7	1.9	18.7
42	2001	193	12.6	16.3	10.8	85.9	6.3	1.5	14.1
42	2001	194	13	15.8	10.8	81.7	1.3	1.8	16.3
42	2001	195	12.7	15.5	10.1	74.1	1.9	1.2	20.3
42	2001	196	12.8	16.2	10.8	78	4.5	1.9	18.9
42	2001	197	12.6	15.1	9.8	69.3	1.1	2.2	23.3
42	2001	198	12.6	15.6	8.7	68.2	0	2.4	27.5
42	2001	199	15.1	19	10.8	76.8	4	1.8	19.3
42	2001	200	15.9	18.8	12.7	81.1	0	1.2	25.4
42	2001	201	15.6	18.1	13.2	84.5	0	1.3	22.7
42	2001	202	15	18.2	13	72	0.2	1.3	16
42	2001	203	15.8	18.1	14	91.1	6	2	12.1
42	2001	204	16.2	19.2	13.1	78.7	0	1.9	24.9
42	2001	205	15.6	19.3	13	88	10.6	1.2	9.7
42	2001	206	15.1	17.8	12.2	82.4	0.1	1.1	17.7
42	2001	207	16.1	19.5	12.7	71.7	0	1.5	24
42	2001	208	16.3	19.3	13.3	79.9	0	2	22.9
42	2001	209	16.2	19.1	13.5	84.8	0	1.9	24.8
42	2001	210	16.3	19.5	13.4	89.5	0.2	1.8	6.6
42	2001	211	13.5	15.5	11.6	77.4	6	4.4	14.2
42	2001	212	13.3	15.6	11.5	75.2	0.5	3.7	20.9
42	2001	213	13.1	15.7	10.7	75	0.6	2.7	20
42	2001	214	13.2	17.3	9.4	88.1	1.1	0.9	7.6
42	2001	215	16	18.2	14.1	80.5	7.8	1.5	5.1
42	2001	216	14.2	16	11.9	79.2	0	2.7	15.8
42	2001	217	13.6	16.2	10.9	80.2	1.8	1.8	22.5
42	2001	218	12.9	15.7	10.1	78.7	3.3	1.4	20.7
42	2001	219	13	16.1	9.8	76.4	0	1.9	23.9
42	2001	220	12.5	16.1	9.4	91.1	14.1	1.4	4.4
42	2001	221	14.4	17.4	12.3	90.4	3.3	2.8	9.6
42	2001	222	12.1	14.2	10.3	83.7	5	4.7	13.7
42	2001	223	12.1	15.4	9.1	79.9	8.5	1.6	21.4
42	2001	224	13.7	15	12.1	90.2	13.8	2.2	8.7
42	2001	225	14.4	16.2	12.4	90.5	0.6	1.1	5.7
42	2001	226	16.6	19.3	14.9	91.2	0	1.4	8.5
42	2001	227	18.6	21.6	16.2	83.8	0	1.3	13.7
42	2001	228	19.7	25.3	13.7	83.2	2.1	2	10.2
42	2001	229	14	16.5	12	87.2	4.7	2.7	14.1
42	2001	230	15	18.1	11.9	82.5	0	1.2	19.3
42	2001	231	16.6	20.6	12.1	62	2.2	1.9	8.1
42	2001	232	15.9	17.8	12.4	90.6	13.3	2.1	7.4
42	2001	233	14.3	18.7	10.6	79.8	0.1	1	19.2
42	2001	234	16.7	20.6	12.8	75.8	0	1.1	12.3
42	2001	235	18.1	23.2	14	72.5	0.3	0.7	11.9
42	2001	236	18.9	23.1	16.4	81.5	0	0.9	17.1
42	2001	237	17.2	18.9	15.4	89.7	0.9	1.1	3.2
42	2001	238	14.7	16.2	11.8	90.4	1.7	2.1	5.5
42	2001	239	12.5	14.3	10.6	78.7	5.4	5.2	10.7
42	2001	240	12	14.5	10	76.8	0.4	5.4	15
42	2001	241	12.7	17.3	8.5	82	0	0.9	16.5
42	2001	242	14.8	18.4	11.8	83.1	0.7	0.7	10
42	2001	243	14.8	17.2	12.5	84.1	19.5	1.1	3.9
42	2001	244	12.5	15	10.7	81.8	6.1	2.9	14.7
42	2001	245	12.9	15.2	10.7	91.8	9.7	2.2	5.7
42	2001	246	12.7	14.3	11.5	89.6	11.2	1.9	8.1
42	2001	247	13.5	17.9	10.6	85.9	0	2	16.2
42	2001	248	12.2	13.6	10	82.4	2.4	2.3	8.3
42	2001	249	11.1	13.2	9.8	87.6	12.5	1.8	8.5
42	2001	250	10	13.1	7	81.6	5.7	2.2	9.4
42	2001	251	9.7	12.3	6.6	78.6	2.9	3.9	14
42	2001	252	11.8	15.6	8.5	78.7	0	4.5	15.5
42	2001	253	12.1	14.2	10.3	87.3	2.9	4.2	15
42	2001	254	12	17.4	9	85.7	1	1.6	11.3
42	2001	255	11.6	14.5	8.9	92	1.9	0.9	6.4
42	2001	256	12.7	15	11	82.8	5.2	1.3	4.6
42	2001	257	12.1	14.6	10.7	88.9	0.1	1.9	9.3
42	2001	258	11.1	13.4	9	89.3	2.3	1.3	4.4
42	2001	259	11.3	14.2	9.1	90.4	7.3	1.4	6.6
42	2001	260	12.9	18.3	7.9	77.8	0	1.5	9.5
42	2001	261	16.1	20	12.7	63.9	0	1.5	10.6
42	2001	262	16.1	18.7	12.6	62.3	8.1	1.3	4.5
42	2001	263	13.2	18.1	10.3	68.7	9.1	0.8	11.1
42	2001	264	12	16.4	7.8	80.1	0	1.3	12
42	2001	265	13.8	18.1	11	72.9	0	1.1	6.6
42	2001	266	13.5	17.9	10.5	64	0	0.9	7.7
42	2001	267	12.3	14.6	8.6	84.2	0.4	1	5.7
42	2001	268	9.6	14.3	5.4	60.7	0.1	1	13.1
42	2001	269	10.2	14	6.1	75.9	2.7	0.5	7.4
42	2001	270	10.8	13.9	9	87	3.2	1.1	9.2
42	2001	271	10.1	13.1	7.5	82.2	0.1	0.8	8.7
42	2001	272	9.9	10.9	7.7	70.6	3.6	2	1.8
42	2001	273	12.1	13.5	10.4	81.8	2	2.2	2.2
42	2001	274	12.8	13.8	11.9	94.4	39.6	3.3	3.8
42	2001	275	13	14.2	12.1	93.2	0.3	4.3	6.1
42	2001	276	12.3	13.6	11.3	91.2	2.9	4.9	6.2
42	2001	277	11.3	13.1	10	89.3	1.9	3.1	6.8
42	2001	278	11.7	14.8	7.7	92.6	0	1.3	4.5
42	2001	279	13.4	16.1	12	85	4.9	1.8	5.7
42	2001	280	12.9	14.9	11	91.1	4.7	1.2	5.3
42	2001	281	12.7	14.5	10.9	87.8	14.8	2.1	4.9
42	2001	282	11.9	13.8	9.9	90.8	12.5	1.1	3.2
42	2001	283	10.4	12.2	8.8	84.5	21.9	4.1	1.8
42	2001	284	10.2	12.6	8.5	86.6	6.3	2.1	2.5
42	2001	285	12.6	13.7	11.2	95.5	2.2	2	1.3
42	2001	286	11.2	12.5	8.2	95.2	3.2	1	1.5
42	2001	287	11.2	15.4	7.1	81.2	0	0.5	5.6
42	2001	288	14	15	13.4	88.4	5.2	1.7	1.2
42	2001	289	11.8	14.7	7.7	90.8	2.4	1.3	4.6
42	2001	290	9.7	14.6	6.9	87.1	0	0.4	7
42	2001	291	11.3	14.3	8.2	60.2	0	1.1	4.8
42	2001	292	11	13.9	8.1	64.2	0	0.9	4.8
42	2001	293	12.7	15.1	11.1	72.6	0	1.4	3
42	2001	294	11.3	13.7	8.9	86.2	0	0.6	3.9
42	2001	295	9.9	12.4	7.8	66.1	0	1	5.4
42	2001	296	8.2	9.6	6.2	62.6	0	2.5	3
42	2001	297	9.5	10.9	8.5	75.1	0	2.4	3.7
42	2001	298	10.6	12	9.2	96.2	6.4	1.4	2.3
42	2001	299	11	12.1	8.7	96.1	24.5	1.9	0.8
42	2001	300	10	11.5	7.8	94.8	9.2	3.5	2.6
42	2001	301	9.2	10.4	7.3	84.3	7.1	6.2	2.7
42	2001	302	9.9	11.1	8.1	95.7	21	5.1	1.2
42	2001	303	10	11.9	8.7	88	8.4	3.4	1.9
42	2001	304	8.3	11.9	4.7	82.4	17.2	7	2.3
42	2001	305	5.5	7.5	3.3	72.4	2.1	4.2	2.9
42	2001	306	9.8	11	6.3	92.7	3.1	1.9	1.1
42	2001	307	9.4	11	8	81.9	1.8	5.4	3.4
42	2001	308	7.2	9.5	1.9	83	5.2	5.9	1.4
42	2001	309	2.2	3.7	0.8	92.6	8.6	1.9	1.8
42	2001	310	3.5	5.5	1.2	82.5	3.1	2.3	3.9
42	2001	311	3.1	6.1	-0.2	75.5	4.9	4.7	2.1
42	2001	312	1.1	3.1	-0.2	75	1.5	2.3	4.2
42	2001	313	1	3.6	-0.9	68.9	2	1.3	3.2
42	2001	314	7.8	9.8	1.7	90.3	10.7	5.5	0.8
42	2001	315	6.2	8.2	4.1	79.7	4.7	6.6	1.3
42	2001	316	1.8	6.2	0	90.8	2.5	3.2	2.2
42	2001	317	1.6	3.3	-0.3	82.5	0	3.2	2.3
42	2001	318	0.9	5.3	-1.6	71.7	0	1.1	3.2
42	2001	319	7.7	9.8	4.7	82.7	3.6	8	2.1
42	2001	320	6.6	9.4	4.4	85.8	2.2	1.7	1.4
42	2001	321	8.1	9.3	6.1	89.1	0.9	4	2.3
42	2001	322	7.4	8.9	4.9	89	3.8	2.5	0.8
42	2001	323	4.8	7.5	3.1	87.6	0	1.1	2.4
42	2001	324	6.3	8.9	3.8	91.7	8.9	1.9	0.7
42	2001	325	7.5	9.3	4.3	84.8	2.2	4.8	0.5
42	2001	326	1.5	5.8	-0.3	75.4	2.5	5.7	2
42	2001	327	0.4	2.3	-0.8	70.1	0	1.6	1.7
42	2001	328	5.6	7.6	2.2	94.6	3.6	0.9	0.6
42	2001	329	7.6	9.2	5.8	94.4	15.9	2.1	0.3
42	2001	330	4.5	6.9	1.3	80.7	0.5	2.3	1.7
42	2001	331	3.8	6	0.9	93.4	16.1	2.3	1.2
42	2001	332	1.2	2.8	0	94.9	16.6	0.4	0.9
42	2001	333	4.2	6.7	2	84.3	0	2.4	0.5
42	2001	334	6.1	7	5.2	89.6	0.4	2.8	0.4
42	2001	335	6.7	8.2	5.5	89.6	12.5	3.1	0.4
42	2001	336	4.3	6.4	2.9	84.8	0.5	1.2	0.8
42	2001	337	4.3	5.4	3.3	84.4	0	1.3	1.4
42	2001	338	4.5	5.6	3.6	81.6	1.5	2.4	0.5
42	2001	339	2.5	3.8	1.7	94.4	8.4	0.5	0.6
42	2001	340	1.6	3.3	-1.3	92.3	0	1	1.6
42	2001	341	3.2	6.5	-1.3	80.3	1.6	1.7	0.6
42	2001	342	7.5	7.9	6.4	94.5	22.9	2.4	0.1
42	2001	343	7.8	8.3	6.9	94.2	23.5	1.4	0.1
42	2001	344	5.4	7.1	3.7	94.5	0.3	0.9	1.1
42	2001	345	1	4.1	-0.8	94.4	0.7	1.1	1
42	2001	346	2	5.2	-1.5	78.6	0	0.7	1.2
42	2001	347	1.8	3	0.2	91.5	0	0.5	0.4
42	2001	348	1.8	3.3	-0.3	88.4	0	1	1.1
42	2001	349	2.1	4.7	0.3	82.3	0	0.7	1
42	2001	350	0.2	2.4	-1.6	96.4	0.2	0.8	1.5
42	2001	351	0.6	2.2	-0.7	79.7	0	1.4	1.2
42	2001	352	3.3	5.6	1.2	96.9	2	2.7	0.7
42	2001	353	2.3	6.4	-1.5	72.5	1.8	6.5	0.7
42	2001	354	1	5.5	-2.5	76	7.8	4.4	0.3
42	2001	355	0	3.9	-2.7	81.6	1.6	2.9	1.1
42	2001	356	-4.1	-2	-6.9	57.8	0.1	0.6	1.1
42	2001	357	1	5.1	-6.8	87.3	18.9	2.7	0.2
42	2001	358	2.6	5.5	0.4	90.1	5.5	2.9	0.4
42	2001	359	-0.6	1	-2	95.4	3.8	1.4	0.6
42	2001	360	-0.9	0.6	-2.9	82.5	2.2	0.5	1.2
42	2001	361	-5.4	-2.6	-7.4	82.6	2.2	0	0.9
42	2001	362	-4.5	-2.6	-6	45.6	0	1.1	0.4
42	2001	363	-3.4	-1.8	-6	49.6	0	0.9	0.7
42	2001	364	-5.8	-4.3	-8.5	62.9	1.2	0.9	1.1
42	2001	365	-4.3	-0.2	-8.3	83.6	1	0.7	0.9
42	2002	1	4.3	6.4	-0.2	94.4	12.6	7.3	0.2
42	2002	2	0.8	2.4	-0.6	78.9	0	1.3	0.6
42	2002	3	0.6	1.7	-0.5	76.2	0	1.3	0.9
42	2002	4	1.2	3.5	-0.1	77.7	0	1.1	1.7
42	2002	5	3.1	5.4	1.5	87.2	2.1	1.2	0.1
42	2002	6	4.2	5.6	-0.7	98.9	1.1	1.6	0.5
42	2002	7	2.8	4.8	-0.7	98.9	1	0.3	0.2
42	2002	8	4.9	5.4	4	99.3	1.8	0.5	0.3
42	2002	9	4.9	5.5	3.7	99	3	0.8	0.4
42	2002	10	3.9	4.6	2.9	98.8	0.4	1.1	0.2
42	2002	11	4.1	4.8	3.3	96.9	1	0.9	0.4
42	2002	12	5.1	6.3	3	96.4	1.4	1	0.2
42	2002	13	5.3	6	4.7	94.3	4.5	1.5	0.1
42	2002	14	5.9	6.5	5.4	97.6	5.9	1.4	0.4
42	2002	15	5.8	6.6	4.1	97.2	13.6	1.8	0.3
42	2002	16	5.4	6.3	3.4	97.7	5.2	2.7	0.7
42	2002	17	6.4	6.7	5.9	97.1	21.1	2.7	0.2
42	2002	18	4.5	6	2.2	95.4	2.6	1.6	1.8
42	2002	19	4.8	6.3	3.1	93.5	7.5	2.3	0.4
42	2002	20	5.6	6.5	4.3	93.7	22.5	2.4	0.2
42	2002	21	5	6.5	3.7	88.8	5.4	3.2	0.6
42	2002	22	6.5	7.5	5.5	95.8	29.2	4.2	0.4
42	2002	23	2.1	6.6	-0.4	80.9	4.3	2.9	1.3
42	2002	24	0.4	2.9	-1.7	85.6	6.3	2.7	0.5
42	2002	25	-1.8	0.1	-3.6	83.6	3.1	3.1	1.9
42	2002	26	-0.1	1.5	-2.3	78.7	5.4	2.7	1.1
42	2002	27	0.8	2.4	-0.2	92.8	3.7	0.6	1.4
42	2002	28	5.8	7.4	2.3	87	7.4	6.6	1.1
42	2002	29	2.8	4.7	-0.1	76.4	5.3	5.4	1.7
42	2002	30	2.9	7.1	-0.1	94.3	6.9	1.4	0.7
42	2002	31	5.2	6.3	4.3	95.1	0.1	1.6	1.9
42	2002	32	5.7	8	2.9	92.4	15	3.8	1.4
42	2002	33	7.7	8.4	6.8	92.9	0.5	4.3	0.8
42	2002	34	7	8.6	6.3	89.9	3.9	2.9	0.7
42	2002	35	4.8	7	2.4	90.6	6.4	2.8	2
42	2002	36	5.6	6.9	4.1	93.7	11.7	2.9	1.2
42	2002	37	4.2	5	2.5	94.5	15.8	0.8	0.7
42	2002	38	3.8	6	2.4	94.2	7.9	1.6	1.2
42	2002	39	5.9	6.9	4.5	94.6	1.7	3.6	1.9
42	2002	40	5.7	7.3	4.3	95.9	18.4	5.4	0.6
42	2002	41	3.8	5.3	1.1	95.6	6.8	2.8	1.8
42	2002	42	4.3	7.7	0.9	91.3	3.9	4.5	1.9
42	2002	43	3.6	5.5	1.9	88.3	0.2	2.8	4.6
42	2002	44	1.9	4.6	-0.9	77.3	0	1.3	5.9
42	2002	45	1.1	4.2	-2	71	0	1.2	3.1
42	2002	46	4.8	6.5	3.8	93.9	2.3	3.2	5.4
42	2002	47	4.8	6.3	2.6	97	0.1	2.1	1.3
42	2002	48	5	5.8	3.1	96.4	6.3	1.8	1.3
42	2002	49	2.3	3.5	-0.4	82.1	5.4	5.2	3.9
42	2002	50	-1.3	1.8	-4.9	81.7	2.5	2.5	3.8
42	2002	51	-1.9	0.7	-4.7	43.5	0	2.2	5.4
42	2002	52	-1	2.7	-5.3	64.6	8.9	2.4	3.9
42	2002	53	2.9	5	-0.2	90.5	25	5.9	2.5
42	2002	54	1.1	2.9	-1.3	77.4	1.2	4.1	5.8
42	2002	55	-1.5	0.3	-2.8	88.5	6.2	3.9	5.6
42	2002	56	0.1	3.2	-2.6	73.6	2	2.2	4.3
42	2002	57	2.1	3.8	-0.2	70.8	1.1	2.6	5.4
42	2002	58	2.1	4.7	0	92.1	6.7	1.5	6.4
42	2002	59	1.2	2.5	-1	83.8	1.9	2.2	4.9
42	2002	60	-0.3	3	-3.8	67.7	0.5	1.4	9.7
42	2002	61	-0.5	2.5	-3.2	72.5	2.6	4.4	7.6
42	2002	62	2.1	5.5	-3.4	88.5	8.9	3.3	3.2
42	2002	63	5.1	6.3	2.8	93.4	0.7	4.2	3.1
42	2002	64	4.5	6	2.5	86.4	1.1	5.6	3.6
42	2002	65	4.4	6.3	1.2	92.1	10.7	5.1	2.8
42	2002	66	2.9	5.2	0.4	81.1	0.3	4.2	8.7
42	2002	67	3.7	6.1	0.9	95.8	5.2	2.4	1.5
42	2002	68	2.8	4.6	0.3	89.6	4.8	5.3	7.3
42	2002	69	1.8	5.4	-0.3	91.8	5.2	2.1	5.6
42	2002	70	5	6.9	4	84.6	0	4.3	8.4
42	2002	71	4.7	6.6	3.5	89	0.4	5.2	6.8
42	2002	72	3.5	6.1	0.6	65.3	0.1	4.7	12.4
42	2002	73	1.9	5.7	-1.5	56.1	0	1.2	12.6
42	2002	74	3.9	8.6	-0.5	80	0	1.8	13
42	2002	75	3.4	4.4	2.5	70.2	0.3	2.9	3.3
42	2002	76	5.4	6.7	4	90.9	0.9	2.7	3.8
42	2002	77	5	6.3	3.7	96.1	7.8	1.2	1.6
42	2002	78	4	5.5	1.1	87	1.4	4.6	10.9
42	2002	79	3.4	5.2	1.6	72.8	0	7.2	12.3
42	2002	80	2.6	4.8	-0.2	81.8	0.7	4.4	11.1
42	2002	81	3.7	6.7	0.5	84.1	0.2	1.8	14
42	2002	82	3.2	7.2	0.8	67.8	0	1.4	14.1
42	2002	83	2.7	6.3	0.3	75.8	0	1.8	10.9
42	2002	84	3.1	4.5	1.5	95.3	6	2.1	2
42	2002	85	5.2	8.1	2.4	90.6	2.8	1.9	15.1
42	2002	86	4.4	7.8	0.8	95.8	0	1.4	7.8
42	2002	87	5.8	8.1	4	95.8	0	1.7	5.9
42	2002	88	3.8	6.5	1.2	87.8	0.1	1.1	8.6
42	2002	89	4.9	10.9	0.9	79.2	0	1.2	12.4
42	2002	90	7.4	12.3	2.4	77	0	1.5	8.9
42	2002	91	7.9	9.4	5.9	95.3	2.7	2.6	4.8
42	2002	92	9.8	12.2	7.1	86.1	3.6	3.1	4.7
42	2002	93	12.2	15.8	8.4	47.9	0.1	3.1	14.9
42	2002	94	10.1	14.9	6.5	49.2	0	1.8	17.3
42	2002	95	7	9.6	2.3	71.7	0.1	1.9	11.3
42	2002	96	5	9.3	1.3	91.6	0	2.5	15
42	2002	97	5.5	9.5	2	89.2	0.1	1.5	16.4
42	2002	98	5.4	8.7	2.4	81.1	0	1.6	15.8
42	2002	99	4.9	7.7	2.3	92.8	0.7	0.9	10.7
42	2002	100	5	8.4	1.3	68.4	0	1.1	17.1
42	2002	101	6.3	10.6	3.6	59.6	0	1.2	15.9
42	2002	102	5.7	9.1	2.9	69.3	0.1	2	15.2
